id,name,date,market
578,BTC,2015+AC0-03+AC0-03,135358
579,BTC,2015+AC0-03+AC0-04,149709
580,BTC,2015+AC0-03+AC0-05,144160
581,BTC,2015+AC0-03+AC0-06,148888
582,BTC,2015+AC0-03+AC0-07,145345
583,BTC,2015+AC0-03+AC0-08,154024
584,BTC,2015+AC0-03+AC0-09,143013
585,BTC,2015+AC0-03+AC0-10,147117
586,BTC,2015+AC0-03+AC0-11,155046
587,BTC,2015+AC0-03+AC0-12,131638
588,BTC,2015+AC0-03+AC0-13,122190
589,BTC,2015+AC0-03+AC0-14,124728
590,BTC,2015+AC0-03+AC0-15,112125
591,BTC,2015+AC0-03+AC0-16,107127
592,BTC,2015+AC0-03+AC0-17,111944
593,BTC,2015+AC0-03+AC0-18,115702
594,BTC,2015+AC0-03+AC0-19,107756
595,BTC,2015+AC0-03+AC0-20,98075
596,BTC,2015+AC0-03+AC0-21,100506
597,BTC,2015+AC0-03+AC0-22,106220
598,BTC,2015+AC0-03+AC0-23,104849
599,BTC,2015+AC0-03+AC0-24,121070
600,BTC,2015+AC0-03+AC0-25,114302
601,BTC,2015+AC0-03+AC0-26,115664
602,BTC,2015+AC0-03+AC0-27,122255
603,BTC,2015+AC0-03+AC0-28,143112
604,BTC,2015+AC0-03+AC0-29,128794
605,BTC,2015+AC0-03+AC0-30,112488
606,BTC,2015+AC0-03+AC0-31,119040
607,BTC,2015+AC0-04+AC0-01,115191
608,BTC,2015+AC0-04+AC0-02,115599
609,BTC,2015+AC0-04+AC0-03,120055
610,BTC,2015+AC0-04+AC0-04,126731
611,BTC,2015+AC0-04+AC0-05,122165
612,BTC,2015+AC0-04+AC0-06,127002
613,BTC,2015+AC0-04+AC0-07,106634
614,BTC,2015+AC0-04+AC0-08,108292
615,BTC,2015+AC0-04+AC0-09,108197
616,BTC,2015+AC0-04+AC0-10,117086
617,BTC,2015+AC0-04+AC0-11,104093
618,BTC,2015+AC0-04+AC0-12,102514
619,BTC,2015+AC0-04+AC0-13,99552
620,BTC,2015+AC0-04+AC0-14,95572
621,BTC,2015+AC0-04+AC0-15,94068
622,BTC,2015+AC0-04+AC0-16,93539
623,BTC,2015+AC0-04+AC0-17,99420
624,BTC,2015+AC0-04+AC0-18,93111
625,BTC,2015+AC0-04+AC0-19,92129
626,BTC,2015+AC0-04+AC0-20,90381
627,BTC,2015+AC0-04+AC0-21,85588
628,BTC,2015+AC0-04+AC0-22,86921
629,BTC,2015+AC0-04+AC0-23,82637
630,BTC,2015+AC0-04+AC0-24,91258
631,BTC,2015+AC0-04+AC0-25,89442
632,BTC,2015+AC0-04+AC0-26,86331
633,BTC,2015+AC0-04+AC0-27,81718
634,BTC,2015+AC0-04+AC0-28,84330
635,BTC,2015+AC0-04+AC0-29,89948
636,BTC,2015+AC0-04+AC0-30,80378
637,BTC,2015+AC0-05+AC0-01,84154
638,BTC,2015+AC0-05+AC0-02,79166
639,BTC,2015+AC0-05+AC0-03,69184
640,BTC,2015+AC0-05+AC0-04,81146
641,BTC,2015+AC0-05+AC0-05,84981
642,BTC,2015+AC0-05+AC0-06,89529
643,BTC,2015+AC0-05+AC0-07,81730
644,BTC,2015+AC0-05+AC0-08,80309
645,BTC,2015+AC0-05+AC0-09,82205
646,BTC,2015+AC0-05+AC0-10,87298
647,BTC,2015+AC0-05+AC0-11,97914
648,BTC,2015+AC0-05+AC0-12,114330
649,BTC,2015+AC0-05+AC0-13,132858
650,BTC,2015+AC0-05+AC0-14,108589
651,BTC,2015+AC0-05+AC0-15,108456
652,BTC,2015+AC0-05+AC0-16,135512
653,BTC,2015+AC0-05+AC0-17,142757
654,BTC,2015+AC0-05+AC0-18,138327
655,BTC,2015+AC0-05+AC0-19,142257
656,BTC,2015+AC0-05+AC0-20,167850
657,BTC,2015+AC0-05+AC0-21,158723
658,BTC,2015+AC0-05+AC0-22,175966
659,BTC,2015+AC0-05+AC0-23,228644
660,BTC,2015+AC0-05+AC0-24,224556
661,BTC,2015+AC0-05+AC0-25,252755
662,BTC,2015+AC0-05+AC0-26,233611
663,BTC,2015+AC0-05+AC0-27,268637
664,BTC,2015+AC0-05+AC0-28,284285
665,BTC,2015+AC0-05+AC0-29,260817
666,BTC,2015+AC0-05+AC0-30,233238
667,BTC,2015+AC0-05+AC0-31,218919
668,BTC,2015+AC0-06+AC0-01,205404
669,BTC,2015+AC0-06+AC0-02,197105
670,BTC,2015+AC0-06+AC0-03,220292
671,BTC,2015+AC0-06+AC0-04,198311
672,BTC,2015+AC0-06+AC0-05,189719
673,BTC,2015+AC0-06+AC0-06,191240
674,BTC,2015+AC0-06+AC0-07,198121
675,BTC,2015+AC0-06+AC0-08,189219
676,BTC,2015+AC0-06+AC0-09,200951
677,BTC,2015+AC0-06+AC0-10,202395
678,BTC,2015+AC0-06+AC0-11,216692
679,BTC,2015+AC0-06+AC0-12,199054
680,BTC,2015+AC0-06+AC0-13,202931
681,BTC,2015+AC0-06+AC0-14,243957
682,BTC,2015+AC0-06+AC0-15,284973
683,BTC,2015+AC0-06+AC0-16,312516
684,BTC,2015+AC0-06+AC0-17,432703
685,BTC,2015+AC0-06+AC0-18,550634
686,BTC,2015+AC0-06+AC0-19,595704
687,BTC,2015+AC0-06+AC0-20,529694
688,BTC,2015+AC0-06+AC0-21,530500
689,BTC,2015+AC0-06+AC0-22,522688
690,BTC,2015+AC0-06+AC0-23,544528
691,BTC,2015+AC0-06+AC0-24,475347
692,BTC,2015+AC0-06+AC0-25,402838
693,BTC,2015+AC0-06+AC0-26,458161
694,BTC,2015+AC0-06+AC0-27,474229
695,BTC,2015+AC0-06+AC0-28,505124
696,BTC,2015+AC0-06+AC0-29,452229
697,BTC,2015+AC0-06+AC0-30,514563
698,BTC,2015+AC0-07+AC0-01,496758
699,BTC,2015+AC0-07+AC0-02,470904
700,BTC,2015+AC0-07+AC0-03,442606
701,BTC,2015+AC0-07+AC0-04,455074
702,BTC,2015+AC0-07+AC0-05,454469
703,BTC,2015+AC0-07+AC0-06,481445
704,BTC,2015+AC0-07+AC0-07,457324
705,BTC,2015+AC0-07+AC0-08,444847
706,BTC,2015+AC0-07+AC0-09,454962
707,BTC,2015+AC0-07+AC0-10,453646
708,BTC,2015+AC0-07+AC0-11,469432
709,BTC,2015+AC0-07+AC0-12,424967
710,BTC,2015+AC0-07+AC0-13,469512
711,BTC,2015+AC0-07+AC0-14,435195
712,BTC,2015+AC0-07+AC0-15,416295
713,BTC,2015+AC0-07+AC0-16,360184
714,BTC,2015+AC0-07+AC0-17,306892
715,BTC,2015+AC0-07+AC0-18,323289
716,BTC,2015+AC0-07+AC0-19,301425
717,BTC,2015+AC0-07+AC0-20,304979
718,BTC,2015+AC0-07+AC0-21,302547
719,BTC,2015+AC0-07+AC0-22,292994
720,BTC,2015+AC0-07+AC0-23,291877
721,BTC,2015+AC0-07+AC0-24,278886
722,BTC,2015+AC0-07+AC0-25,317697
723,BTC,2015+AC0-07+AC0-26,292570
724,BTC,2015+AC0-07+AC0-27,290120
725,BTC,2015+AC0-07+AC0-28,298844
726,BTC,2015+AC0-07+AC0-29,298098
727,BTC,2015+AC0-07+AC0-30,283533
728,BTC,2015+AC0-07+AC0-31,288033
729,BTC,2015+AC0-08+AC0-01,273448
730,BTC,2015+AC0-08+AC0-02,252073
731,BTC,2015+AC0-08+AC0-03,239630
732,BTC,2015+AC0-08+AC0-04,249797
733,BTC,2015+AC0-08+AC0-05,239685
734,BTC,2015+AC0-08+AC0-06,247902
735,BTC,2015+AC0-08+AC0-07,302253
736,BTC,2015+AC0-08+AC0-08,264354
737,BTC,2015+AC0-08+AC0-09,217833
738,BTC,2015+AC0-08+AC0-10,225160
739,BTC,2015+AC0-08+AC0-11,209744
740,BTC,2015+AC0-08+AC0-12,218688
741,BTC,2015+AC0-08+AC0-13,239598
742,BTC,2015+AC0-08+AC0-14,219969
743,BTC,2015+AC0-08+AC0-15,224140
744,BTC,2015+AC0-08+AC0-16,214997
745,BTC,2015+AC0-08+AC0-17,218210
746,BTC,2015+AC0-08+AC0-18,200327
747,BTC,2015+AC0-08+AC0-19,191158
748,BTC,2015+AC0-08+AC0-20,193447
749,BTC,2015+AC0-08+AC0-21,194046
750,BTC,2015+AC0-08+AC0-22,198952
751,BTC,2015+AC0-08+AC0-23,190771
752,BTC,2015+AC0-08+AC0-24,182707
753,BTC,2015+AC0-08+AC0-25,172351
754,BTC,2015+AC0-08+AC0-26,190254
755,BTC,2015+AC0-08+AC0-27,182233
756,BTC,2015+AC0-08+AC0-28,183180
757,BTC,2015+AC0-08+AC0-29,188377
758,BTC,2015+AC0-08+AC0-30,195978
759,BTC,2015+AC0-08+AC0-31,199494
760,BTC,2015+AC0-09+AC0-01,199964
761,BTC,2015+AC0-09+AC0-02,189718
762,BTC,2015+AC0-09+AC0-03,191550
763,BTC,2015+AC0-09+AC0-04,189520
764,BTC,2015+AC0-09+AC0-05,191725
765,BTC,2015+AC0-09+AC0-06,198992
766,BTC,2015+AC0-09+AC0-07,186058
767,BTC,2015+AC0-09+AC0-08,198764
768,BTC,2015+AC0-09+AC0-09,209929
769,BTC,2015+AC0-09+AC0-10,241288
770,BTC,2015+AC0-09+AC0-11,227749
771,BTC,2015+AC0-09+AC0-12,232004
772,BTC,2015+AC0-09+AC0-13,203799
773,BTC,2015+AC0-09+AC0-14,194754
774,BTC,2015+AC0-09+AC0-15,191343
775,BTC,2015+AC0-09+AC0-16,202064
776,BTC,2015+AC0-09+AC0-17,213670
777,BTC,2015+AC0-09+AC0-18,207683
778,BTC,2015+AC0-09+AC0-19,208748
779,BTC,2015+AC0-09+AC0-20,232942
780,BTC,2015+AC0-09+AC0-21,225506
781,BTC,2015+AC0-09+AC0-22,231597
782,BTC,2015+AC0-09+AC0-23,254870
783,BTC,2015+AC0-09+AC0-24,242574
784,BTC,2015+AC0-09+AC0-25,248034
785,BTC,2015+AC0-09+AC0-26,241010
786,BTC,2015+AC0-09+AC0-27,228881
787,BTC,2015+AC0-09+AC0-28,235668
788,BTC,2015+AC0-09+AC0-29,238454
789,BTC,2015+AC0-09+AC0-30,232017
790,BTC,2015+AC0-10+AC0-01,213796
791,BTC,2015+AC0-10+AC0-02,213783
792,BTC,2015+AC0-10+AC0-03,213015
793,BTC,2015+AC0-10+AC0-04,224017
794,BTC,2015+AC0-10+AC0-05,211863
795,BTC,2015+AC0-10+AC0-06,196487
796,BTC,2015+AC0-10+AC0-07,202188
797,BTC,2015+AC0-10+AC0-08,194201
798,BTC,2015+AC0-10+AC0-09,195582
799,BTC,2015+AC0-10+AC0-10,200100
800,BTC,2015+AC0-10+AC0-11,200062
801,BTC,2015+AC0-10+AC0-12,203710
802,BTC,2015+AC0-10+AC0-13,205923
803,BTC,2015+AC0-10+AC0-14,201701
804,BTC,2015+AC0-10+AC0-15,193495
805,BTC,2015+AC0-10+AC0-16,196470
806,BTC,2015+AC0-10+AC0-17,203159
807,BTC,2015+AC0-10+AC0-18,206381
808,BTC,2015+AC0-10+AC0-19,188202
809,BTC,2015+AC0-10+AC0-20,192916
810,BTC,2015+AC0-10+AC0-21,182970
811,BTC,2015+AC0-10+AC0-22,176561
812,BTC,2015+AC0-10+AC0-23,168062
813,BTC,2015+AC0-10+AC0-24,174501
814,BTC,2015+AC0-10+AC0-25,172375
815,BTC,2015+AC0-10+AC0-26,184904
816,BTC,2015+AC0-10+AC0-27,177596
817,BTC,2015+AC0-10+AC0-28,184086
818,BTC,2015+AC0-10+AC0-29,188798
819,BTC,2015+AC0-10+AC0-30,239913
820,BTC,2015+AC0-10+AC0-31,252905
821,BTC,2015+AC0-11+AC0-01,229362
822,BTC,2015+AC0-11+AC0-02,217011
823,BTC,2015+AC0-11+AC0-03,231633
824,BTC,2015+AC0-11+AC0-04,263739
825,BTC,2015+AC0-11+AC0-05,255205
826,BTC,2015+AC0-11+AC0-06,236040
827,BTC,2015+AC0-11+AC0-07,242332
828,BTC,2015+AC0-11+AC0-08,319416
829,BTC,2015+AC0-11+AC0-09,265478
830,BTC,2015+AC0-11+AC0-10,286884
831,BTC,2015+AC0-11+AC0-11,257969
832,BTC,2015+AC0-11+AC0-12,248176
833,BTC,2015+AC0-11+AC0-13,247936
834,BTC,2015+AC0-11+AC0-14,243730
835,BTC,2015+AC0-11+AC0-15,233680
836,BTC,2015+AC0-11+AC0-16,242065
837,BTC,2015+AC0-11+AC0-17,229341
838,BTC,2015+AC0-11+AC0-18,239273
839,BTC,2015+AC0-11+AC0-19,233375
840,BTC,2015+AC0-11+AC0-20,231336
841,BTC,2015+AC0-11+AC0-21,219639
842,BTC,2015+AC0-11+AC0-22,209883
843,BTC,2015+AC0-11+AC0-23,206790
844,BTC,2015+AC0-11+AC0-24,219896
845,BTC,2015+AC0-11+AC0-25,229563
846,BTC,2015+AC0-11+AC0-26,241265
847,BTC,2015+AC0-11+AC0-27,233910
848,BTC,2015+AC0-11+AC0-28,247568
849,BTC,2015+AC0-11+AC0-29,237809
850,BTC,2015+AC0-11+AC0-30,290344
851,BTC,2015+AC0-12+AC0-01,273976
852,BTC,2015+AC0-12+AC0-02,312331
853,BTC,2015+AC0-12+AC0-03,278456
854,BTC,2015+AC0-12+AC0-04,291654
855,BTC,2015+AC0-12+AC0-05,287513
856,BTC,2015+AC0-12+AC0-06,297258
857,BTC,2015+AC0-12+AC0-07,299999
858,BTC,2015+AC0-12+AC0-08,301829
859,BTC,2015+AC0-12+AC0-09,306713
860,BTC,2015+AC0-12+AC0-10,310332
861,BTC,2015+AC0-12+AC0-11,315552
862,BTC,2015+AC0-12+AC0-12,348372
863,BTC,2015+AC0-12+AC0-13,315872
864,BTC,2015+AC0-12+AC0-14,322957
865,BTC,2015+AC0-12+AC0-15,317525
866,BTC,2015+AC0-12+AC0-16,330130
867,BTC,2015+AC0-12+AC0-17,306912
868,BTC,2015+AC0-12+AC0-18,330029
869,BTC,2015+AC0-12+AC0-19,333501
870,BTC,2015+AC0-12+AC0-20,309971
871,BTC,2015+AC0-12+AC0-21,300115
872,BTC,2015+AC0-12+AC0-22,290856
873,BTC,2015+AC0-12+AC0-23,287936
874,BTC,2015+AC0-12+AC0-24,282223
875,BTC,2015+AC0-12+AC0-25,312001
876,BTC,2015+AC0-12+AC0-26,311959
877,BTC,2015+AC0-12+AC0-27,250635
878,BTC,2015+AC0-12+AC0-28,261967
879,BTC,2015+AC0-12+AC0-29,283940
880,BTC,2015+AC0-12+AC0-30,274178
881,BTC,2015+AC0-12+AC0-31,262984
882,BTC,2016+AC0-01+AC0-01,288592
883,BTC,2016+AC0-01+AC0-02,277097
884,BTC,2016+AC0-01+AC0-03,275662
885,BTC,2016+AC0-01+AC0-04,288273
886,BTC,2016+AC0-01+AC0-05,302874
887,BTC,2016+AC0-01+AC0-06,267891
888,BTC,2016+AC0-01+AC0-07,265166
889,BTC,2016+AC0-01+AC0-08,269604
890,BTC,2016+AC0-01+AC0-09,267698
891,BTC,2016+AC0-01+AC0-10,267291
892,BTC,2016+AC0-01+AC0-11,275691
893,BTC,2016+AC0-01+AC0-12,285144
894,BTC,2016+AC0-01+AC0-13,300462
895,BTC,2016+AC0-01+AC0-14,323473
896,BTC,2016+AC0-01+AC0-15,319464
897,BTC,2016+AC0-01+AC0-16,279696
898,BTC,2016+AC0-01+AC0-17,291304
899,BTC,2016+AC0-01+AC0-18,281311
900,BTC,2016+AC0-01+AC0-19,281348
901,BTC,2016+AC0-01+AC0-20,268019
902,BTC,2016+AC0-01+AC0-21,288837
903,BTC,2016+AC0-01+AC0-22,267567
904,BTC,2016+AC0-01+AC0-23,283690
905,BTC,2016+AC0-01+AC0-24,306545
906,BTC,2016+AC0-01+AC0-25,315761
907,BTC,2016+AC0-01+AC0-26,313837
908,BTC,2016+AC0-01+AC0-27,555756
909,BTC,2016+AC0-01+AC0-28,970328
910,BTC,2016+AC0-01+AC0-29,685453
911,BTC,2016+AC0-01+AC0-30,537511
912,BTC,2016+AC0-01+AC0-31,538279
913,BTC,2016+AC0-02+AC0-01,509849
914,BTC,2016+AC0-02+AC0-02,524059
915,BTC,2016+AC0-02+AC0-03,505657
916,BTC,2016+AC0-02+AC0-04,522665
917,BTC,2016+AC0-02+AC0-05,599238
918,BTC,2016+AC0-02+AC0-06,645288
919,BTC,2016+AC0-02+AC0-07,589726
920,BTC,2016+AC0-02+AC0-08,642078
921,BTC,2016+AC0-02+AC0-09,558109
922,BTC,2016+AC0-02+AC0-10,659984
923,BTC,2016+AC0-02+AC0-11,744084
924,BTC,2016+AC0-02+AC0-12,717277
925,BTC,2016+AC0-02+AC0-13,732459
926,BTC,2016+AC0-02+AC0-14,790488
927,BTC,2016+AC0-02+AC0-15,918180
928,BTC,2016+AC0-02+AC0-16,874309
929,BTC,2016+AC0-02+AC0-17,842821
930,BTC,2016+AC0-02+AC0-18,825603
931,BTC,2016+AC0-02+AC0-19,835308
932,BTC,2016+AC0-02+AC0-20,772501
933,BTC,2016+AC0-02+AC0-21,784886
934,BTC,2016+AC0-02+AC0-22,765481
935,BTC,2016+AC0-02+AC0-23,683016
936,BTC,2016+AC0-02+AC0-24,664843
937,BTC,2016+AC0-02+AC0-25,654498
938,BTC,2016+AC0-02+AC0-26,628628
939,BTC,2016+AC0-02+AC0-27,585746
940,BTC,2016+AC0-02+AC0-28,607826
941,BTC,2016+AC0-02+AC0-29,584897
942,BTC,2016+AC0-03+AC0-01,612571
943,BTC,2016+AC0-03+AC0-02,619762
944,BTC,2016+AC0-03+AC0-03,594386
945,BTC,2016+AC0-03+AC0-04,579200
946,BTC,2016+AC0-03+AC0-05,575036
947,BTC,2016+AC0-03+AC0-06,567319
948,BTC,2016+AC0-03+AC0-07,547009
949,BTC,2016+AC0-03+AC0-08,585091
950,BTC,2016+AC0-03+AC0-09,558862
951,BTC,2016+AC0-03+AC0-10,551653
952,BTC,2016+AC0-03+AC0-11,635890
953,BTC,2016+AC0-03+AC0-12,613603
954,BTC,2016+AC0-03+AC0-13,575973
955,BTC,2016+AC0-03+AC0-14,590644
956,BTC,2016+AC0-03+AC0-15,578301
957,BTC,2016+AC0-03+AC0-16,590869
958,BTC,2016+AC0-03+AC0-17,545592
959,BTC,2016+AC0-03+AC0-18,562499
960,BTC,2016+AC0-03+AC0-19,549836
961,BTC,2016+AC0-03+AC0-20,540621
962,BTC,2016+AC0-03+AC0-21,512427
963,BTC,2016+AC0-03+AC0-22,535425
964,BTC,2016+AC0-03+AC0-23,566929
965,BTC,2016+AC0-03+AC0-24,554480
966,BTC,2016+AC0-03+AC0-25,544496
967,BTC,2016+AC0-03+AC0-26,535089
968,BTC,2016+AC0-03+AC0-27,544810
969,BTC,2016+AC0-03+AC0-28,539177
970,BTC,2016+AC0-03+AC0-29,509990
971,BTC,2016+AC0-03+AC0-30,531971
972,BTC,2016+AC0-03+AC0-31,519389
973,BTC,2016+AC0-04+AC0-01,539166
974,BTC,2016+AC0-04+AC0-02,521512
975,BTC,2016+AC0-04+AC0-03,547652
976,BTC,2016+AC0-04+AC0-04,535925
977,BTC,2016+AC0-04+AC0-05,469267
978,BTC,2016+AC0-04+AC0-06,492716
979,BTC,2016+AC0-04+AC0-07,493629
980,BTC,2016+AC0-04+AC0-08,519471
981,BTC,2016+AC0-04+AC0-09,514526
982,BTC,2016+AC0-04+AC0-10,493664
983,BTC,2016+AC0-04+AC0-11,526968
984,BTC,2016+AC0-04+AC0-12,477032
985,BTC,2016+AC0-04+AC0-13,475336
986,BTC,2016+AC0-04+AC0-14,512072
987,BTC,2016+AC0-04+AC0-15,556134
988,BTC,2016+AC0-04+AC0-16,565588
989,BTC,2016+AC0-04+AC0-17,574495
990,BTC,2016+AC0-04+AC0-18,579897
991,BTC,2016+AC0-04+AC0-19,532976
992,BTC,2016+AC0-04+AC0-20,528458
993,BTC,2016+AC0-04+AC0-21,532133
994,BTC,2016+AC0-04+AC0-22,535718
995,BTC,2016+AC0-04+AC0-23,535718
996,BTC,2016+AC0-04+AC0-24,542186
997,BTC,2016+AC0-04+AC0-25,506758
998,BTC,2016+AC0-04+AC0-26,526232
999,BTC,2016+AC0-04+AC0-27,537705
1000,BTC,2016+AC0-04+AC0-28,525718
1001,BTC,2016+AC0-04+AC0-29,505645
1002,BTC,2016+AC0-04+AC0-30,524908
1003,BTC,2016+AC0-05+AC0-01,501500
1004,BTC,2016+AC0-05+AC0-02,506110
1005,BTC,2016+AC0-05+AC0-03,499000
1006,BTC,2016+AC0-05+AC0-04,500607
1007,BTC,2016+AC0-05+AC0-05,493270
1008,BTC,2016+AC0-05+AC0-06,478697
1009,BTC,2016+AC0-05+AC0-07,495099
1010,BTC,2016+AC0-05+AC0-08,473968
1011,BTC,2016+AC0-05+AC0-09,458605
1012,BTC,2016+AC0-05+AC0-10,473797
1013,BTC,2016+AC0-05+AC0-11,420326
1014,BTC,2016+AC0-05+AC0-12,409439
1015,BTC,2016+AC0-05+AC0-13,451305
1016,BTC,2016+AC0-05+AC0-14,420283
1017,BTC,2016+AC0-05+AC0-15,419213
1018,BTC,2016+AC0-05+AC0-16,409874
1019,BTC,2016+AC0-05+AC0-17,1034920
1020,BTC,2016+AC0-05+AC0-18,439006
1021,BTC,2016+AC0-05+AC0-19,409044
1022,BTC,2016+AC0-05+AC0-20,397706
1023,BTC,2016+AC0-05+AC0-21,397299
1024,BTC,2016+AC0-05+AC0-22,378432
1025,BTC,2016+AC0-05+AC0-23,372337
1026,BTC,2016+AC0-05+AC0-24,381572
1027,BTC,2016+AC0-05+AC0-25,393468
1028,BTC,2016+AC0-05+AC0-26,393604
1029,BTC,2016+AC0-05+AC0-27,392799
1030,BTC,2016+AC0-05+AC0-28,448496
1031,BTC,2016+AC0-05+AC0-29,502585
1032,BTC,2016+AC0-05+AC0-30,482229
1033,BTC,2016+AC0-05+AC0-31,452439
1034,BTC,2016+AC0-06+AC0-01,464838
1035,BTC,2016+AC0-06+AC0-02,456553
1036,BTC,2016+AC0-06+AC0-03,458850
1037,BTC,2016+AC0-06+AC0-04,452132
1038,BTC,2016+AC0-06+AC0-05,427448
1039,BTC,2016+AC0-06+AC0-06,430045
1040,BTC,2016+AC0-06+AC0-07,438405
1041,BTC,2016+AC0-06+AC0-08,429740
1042,BTC,2016+AC0-06+AC0-09,442234
1043,BTC,2016+AC0-06+AC0-10,412947
1044,BTC,2016+AC0-06+AC0-11,428953
1045,BTC,2016+AC0-06+AC0-12,414965
1046,BTC,2016+AC0-06+AC0-13,466330
1047,BTC,2016+AC0-06+AC0-14,473440
1048,BTC,2016+AC0-06+AC0-15,494145
1049,BTC,2016+AC0-06+AC0-16,503290
1050,BTC,2016+AC0-06+AC0-17,540740
1051,BTC,2016+AC0-06+AC0-18,536113
1052,BTC,2016+AC0-06+AC0-19,648484
1053,BTC,2016+AC0-06+AC0-20,644108
1054,BTC,2016+AC0-06+AC0-21,572637
1055,BTC,2016+AC0-06+AC0-22,531949
1056,BTC,2016+AC0-06+AC0-23,503936
1057,BTC,2016+AC0-06+AC0-24,518279
1058,BTC,2016+AC0-06+AC0-25,477571
1059,BTC,2016+AC0-06+AC0-26,474488
1060,BTC,2016+AC0-06+AC0-27,458238
1061,BTC,2016+AC0-06+AC0-28,479944
1062,BTC,2016+AC0-06+AC0-29,545524
1063,BTC,2016+AC0-06+AC0-30,521400
1064,BTC,2016+AC0-07+AC0-01,530675
1065,BTC,2016+AC0-07+AC0-02,510175
1066,BTC,2016+AC0-07+AC0-03,515999
1067,BTC,2016+AC0-07+AC0-04,504900
1068,BTC,2016+AC0-07+AC0-05,522070
1069,BTC,2016+AC0-07+AC0-06,515389
1070,BTC,2016+AC0-07+AC0-07,510418
1071,BTC,2016+AC0-07+AC0-08,464877
1072,BTC,2016+AC0-07+AC0-09,523668
1073,BTC,2016+AC0-07+AC0-10,473068
1074,BTC,2016+AC0-07+AC0-11,525395
1075,BTC,2016+AC0-07+AC0-12,527355
1076,BTC,2016+AC0-07+AC0-13,523584
1077,BTC,2016+AC0-07+AC0-14,517496
1078,BTC,2016+AC0-07+AC0-15,510985
1079,BTC,2016+AC0-07+AC0-16,509299
1080,BTC,2016+AC0-07+AC0-17,510685
1081,BTC,2016+AC0-07+AC0-18,525252
1082,BTC,2016+AC0-07+AC0-19,524802
1083,BTC,2016+AC0-07+AC0-20,563876
1084,BTC,2016+AC0-07+AC0-21,525222
1085,BTC,2016+AC0-07+AC0-22,495464
1086,BTC,2016+AC0-07+AC0-23,479573
1087,BTC,2016+AC0-07+AC0-24,503515
1088,BTC,2016+AC0-07+AC0-25,504505
1089,BTC,2016+AC0-07+AC0-26,481966
1090,BTC,2016+AC0-07+AC0-27,479366
1091,BTC,2016+AC0-07+AC0-28,487888
1092,BTC,2016+AC0-07+AC0-29,490312
1093,BTC,2016+AC0-07+AC0-30,490533
1094,BTC,2016+AC0-07+AC0-31,495196
1095,BTC,2016+AC0-08+AC0-01,456806
1096,BTC,2016+AC0-08+AC0-02,439976
1097,BTC,2016+AC0-08+AC0-03,404173
1098,BTC,2016+AC0-08+AC0-04,404125
1099,BTC,2016+AC0-08+AC0-05,423527
1100,BTC,2016+AC0-08+AC0-06,407842
1101,BTC,2016+AC0-08+AC0-07,367486
1102,BTC,2016+AC0-08+AC0-08,402251
1103,BTC,2016+AC0-08+AC0-09,410078
1104,BTC,2016+AC0-08+AC0-10,415838
1105,BTC,2016+AC0-08+AC0-11,404132
1106,BTC,2016+AC0-08+AC0-12,366691
1107,BTC,2016+AC0-08+AC0-13,420058
1108,BTC,2016+AC0-08+AC0-14,423404
1109,BTC,2016+AC0-08+AC0-15,413052
1110,BTC,2016+AC0-08+AC0-16,406185
1111,BTC,2016+AC0-08+AC0-17,397615
1112,BTC,2016+AC0-08+AC0-18,403482
1113,BTC,2016+AC0-08+AC0-19,394699
1114,BTC,2016+AC0-08+AC0-20,385131
1115,BTC,2016+AC0-08+AC0-21,406797
1116,BTC,2016+AC0-08+AC0-22,409407
1117,BTC,2016+AC0-08+AC0-23,392474
1118,BTC,2016+AC0-08+AC0-24,388391
1119,BTC,2016+AC0-08+AC0-25,271955
1120,BTC,2016+AC0-08+AC0-26,291718
1121,BTC,2016+AC0-08+AC0-27,373941
1122,BTC,2016+AC0-08+AC0-28,375447
1123,BTC,2016+AC0-08+AC0-29,363280
1124,BTC,2016+AC0-08+AC0-30,386328
1125,BTC,2016+AC0-08+AC0-31,421378
1126,BTC,2016+AC0-09+AC0-01,416588
1127,BTC,2016+AC0-09+AC0-02,407351
1128,BTC,2016+AC0-09+AC0-03,405263
1129,BTC,2016+AC0-09+AC0-04,408348
1130,BTC,2016+AC0-09+AC0-05,423497
1131,BTC,2016+AC0-09+AC0-06,401147
1132,BTC,2016+AC0-09+AC0-07,405851
1133,BTC,2016+AC0-09+AC0-08,408637
1134,BTC,2016+AC0-09+AC0-09,373755
1135,BTC,2016+AC0-09+AC0-10,395393
1136,BTC,2016+AC0-09+AC0-11,413276
1137,BTC,2016+AC0-09+AC0-12,408846
1138,BTC,2016+AC0-09+AC0-13,409751
1139,BTC,2016+AC0-09+AC0-14,384010
1140,BTC,2016+AC0-09+AC0-15,408000
1141,BTC,2016+AC0-09+AC0-16,414428
1142,BTC,2016+AC0-09+AC0-17,399926
1143,BTC,2016+AC0-09+AC0-18,398887
1144,BTC,2016+AC0-09+AC0-19,396800
1145,BTC,2016+AC0-09+AC0-20,399816
1146,BTC,2016+AC0-09+AC0-21,397563
1147,BTC,2016+AC0-09+AC0-22,401102
1148,BTC,2016+AC0-09+AC0-23,403822
1149,BTC,2016+AC0-09+AC0-24,395039
1150,BTC,2016+AC0-09+AC0-25,389475
1151,BTC,2016+AC0-09+AC0-26,389213
1152,BTC,2016+AC0-09+AC0-27,394317
1153,BTC,2016+AC0-09+AC0-28,389856
