,date,market
1145,2016-09-20,399816
1146,2016-09-21,397563
1147,2016-09-22,401102
1148,2016-09-23,403822
1149,2016-09-24,395039
1150,2016-09-25,389475
1151,2016-09-26,389213
1152,2016-09-27,394317
1153,2016-09-28,389856
1154,2016-09-29,384227
1155,2016-09-30,382463
1156,2016-10-01,377139
1157,2016-10-02,396329
1158,2016-10-03,373721
1159,2016-10-04,368373
1160,2016-10-05,386263
1161,2016-10-06,374429
1162,2016-10-07,364212
1163,2016-10-08,375193
1164,2016-10-09,364418
1165,2016-10-10,366695
1166,2016-10-11,347440
1167,2016-10-12,356718
1168,2016-10-13,352035
1169,2016-10-14,345531
1170,2016-10-15,348905
1171,2016-10-16,343824
1172,2016-10-17,341339
1173,2016-10-18,347667
1174,2016-10-19,338307
1175,2016-10-20,315012
1176,2016-10-21,343617
1177,2016-10-22,329014
1178,2016-10-23,335514
1179,2016-10-24,328731
1180,2016-10-25,319734
1181,2016-10-26,325398
1182,2016-10-27,329961
1183,2016-10-28,327417
1184,2016-10-29,330626
1185,2016-10-30,343676
1186,2016-10-31,377724
1187,2016-11-01,356326
1188,2016-11-02,334311
1189,2016-11-03,313004
1190,2016-11-04,325825
1191,2016-11-05,253498
1192,2016-11-06,340587
1193,2016-11-07,367028
1194,2016-11-08,331330
1195,2016-11-09,329769
1196,2016-11-10,302966
1197,2016-11-11,343432
1198,2016-11-12,358510
1199,2016-11-13,388691
1200,2016-11-14,359796
1201,2016-11-15,358998
1202,2016-11-16,360065
1203,2016-11-17,373102
1204,2016-11-18,363019
1205,2016-11-19,363476
1206,2016-11-20,377669
1207,2016-11-21,366881
1208,2016-11-22,346020
1209,2016-11-23,357207
1210,2016-11-24,339681
1211,2016-11-25,326442
1212,2016-11-26,322438
1213,2016-11-27,317548
1214,2016-11-28,316253
1215,2016-11-29,313853
1216,2016-11-30,321223
1217,2016-12-01,314466
1218,2016-12-02,309456
1219,2016-12-03,319444
1220,2016-12-04,269294
1221,2016-12-05,302764
1222,2016-12-06,267824
1223,2016-12-07,272569
1224,2016-12-08,281640
1225,2016-12-09,279766
1226,2016-12-10,270375
1227,2016-12-11,269754
1228,2016-12-12,278430
1229,2016-12-13,277210
1230,2016-12-14,265625
1231,2016-12-15,268570
1232,2016-12-16,281867
1233,2016-12-17,265892
1234,2016-12-18,260080
1235,2016-12-19,263021
1236,2016-12-20,243360
1237,2016-12-21,224844
1238,2016-12-22,249947
1239,2016-12-23,251965
1240,2016-12-24,284481
1241,2016-12-25,279107
1242,2016-12-26,232927
1243,2016-12-27,261231
1244,2016-12-28,260267
1245,2016-12-29,238952
1246,2016-12-30,261305
1247,2016-12-31,257851
1248,2017-01-01,261605
1249,2017-01-02,252976
1250,2017-01-03,264103
1251,2017-01-04,251625
1252,2017-01-05,335342
1253,2017-01-06,269502
1254,2017-01-07,248347
1255,2017-01-08,246783
1256,2017-01-09,252434
1257,2017-01-10,250622
1258,2017-01-11,247225
1259,2017-01-12,237903
1260,2017-01-13,262794
1261,2017-01-14,266390
1262,2017-01-15,248391
1263,2017-01-16,236409
1264,2017-01-17,232946
1265,2017-01-18,254884
1266,2017-01-19,241100
1267,2017-01-20,249258
1268,2017-01-21,243970
1269,2017-01-22,237619
1270,2017-01-23,233764
1271,2017-01-24,221440
1272,2017-01-25,219694
1273,2017-01-26,214333
1274,2017-01-27,227596
1275,2017-01-28,224239
1276,2017-01-29,228176
1277,2017-01-30,236090
1278,2017-01-31,190916
1279,2017-02-01,204665
1280,2017-02-02,215012
1281,2017-02-03,222513
1282,2017-02-04,235563
1283,2017-02-05,246100
1284,2017-02-06,235532
1285,2017-02-07,229547
1286,2017-02-08,228654
1287,2017-02-09,228019
1288,2017-02-10,209829
1289,2017-02-11,214535
1290,2017-02-12,213321
1291,2017-02-13,205876
1292,2017-02-14,198201
1293,2017-02-15,190030
1294,2017-02-16,184475
1295,2017-02-17,188991
1296,2017-02-18,185767
1297,2017-02-19,187569
1298,2017-02-20,168228
1299,2017-02-21,173171
1300,2017-02-22,176176
1301,2017-02-23,182514
1302,2017-02-24,194307
1303,2017-02-25,186858
1304,2017-02-26,170598
1305,2017-02-27,179189
1306,2017-02-28,180738
1307,2017-03-01,180227
1308,2017-03-02,184397
1309,2017-03-03,174753
1310,2017-03-04,197735
1311,2017-03-05,185121
1312,2017-03-06,190991
1313,2017-03-07,211773
1314,2017-03-08,216561
1315,2017-03-09,207051
1316,2017-03-10,201665
1317,2017-03-11,193913
1318,2017-03-12,193306
1319,2017-03-13,233727
1320,2017-03-14,247432
1321,2017-03-15,241398
1322,2017-03-16,244281
1323,2017-03-17,237495
1324,2017-03-18,233529
1325,2017-03-19,215414
1326,2017-03-20,222157
1327,2017-03-21,232410
1328,2017-03-22,237397
1329,2017-03-23,221240
1330,2017-03-24,251823
1331,2017-03-25,257041
1332,2017-03-26,247643
1333,2017-03-27,230048
1334,2017-03-28,247099
1335,2017-03-29,242102
1336,2017-03-30,249752
1337,2017-03-31,266519
1338,2017-04-01,288243
1339,2017-04-02,322568
1340,2017-04-03,367936
1341,2017-04-04,374880
1342,2017-04-05,378910
1343,2017-04-06,389595
1344,2017-04-07,375148
1345,2017-04-08,413369
1346,2017-04-09,443732
1347,2017-04-10,392016
1348,2017-04-11,386486
1349,2017-04-12,365742
1350,2017-04-13,367128
1351,2017-04-14,382363
1352,2017-04-15,373652
1353,2017-04-16,381321
1354,2017-04-17,406883
1355,2017-04-18,447896
1356,2017-04-19,538104
1357,2017-04-20,591436
1358,2017-04-21,548448
1359,2017-04-22,601326
1360,2017-04-23,570915
1361,2017-04-24,568862
1362,2017-04-25,575668
1363,2017-04-26,644166
1364,2017-04-27,809625
1365,2017-04-28,1263030
1366,2017-04-29,1195590
1367,2017-04-30,1673640
1368,2017-05-01,2089870
1369,2017-05-02,3188890
1370,2017-05-03,2653100
1371,2017-05-04,2847400
1372,2017-05-05,2704930
1373,2017-05-06,2665890
1374,2017-05-07,2366670
1375,2017-05-08,2117690
1376,2017-05-09,2815720
1377,2017-05-10,2354560
1378,2017-05-11,2150840
1379,2017-05-12,1714710
1380,2017-05-13,1808400
1381,2017-05-14,1964160
1382,2017-05-15,1934860
1383,2017-05-16,1864030
1384,2017-05-17,2022010
1385,2017-05-18,1917390
1386,2017-05-19,2134970
1387,2017-05-20,2648510
1388,2017-05-21,2568740
1389,2017-05-22,2938310
1390,2017-05-23,2739050
1391,2017-05-24,875458
1392,2017-05-25,2866260
1393,2017-05-26,2415870
1394,2017-05-27,1745460
1395,2017-05-28,2083800
1396,2017-05-29,2032680
1397,2017-05-30,2096870
1398,2017-05-31,2003620
1399,2017-06-01,2068560
1400,2017-06-02,2174280
1401,2017-06-03,2521130
1402,2017-06-04,2305300
1403,2017-06-05,2286000
1404,2017-06-06,2415120
1405,2017-06-07,2298460
1406,2017-06-08,2005760
1407,2017-06-09,2315220
1408,2017-06-10,2398630
1409,2017-06-11,2420160
1410,2017-06-12,2854280
1411,2017-06-13,2601090
1412,2017-06-14,2976590
1413,2017-06-15,3221820
1414,2017-06-16,1043590
1415,2017-06-17,1077520
1416,2017-06-18,3774350
1417,2017-06-19,1068350
1418,2017-06-20,3845330
1419,2017-06-21,1877550
1420,2017-06-22,5256930
1421,2017-06-23,5144770
1422,2017-06-24,1937130
1423,2017-06-25,1676260
1424,2017-06-26,7647140
1425,2017-06-27,5891650
1426,2017-06-28,6247490
1427,2017-06-29,6788300
1428,2017-06-30,6129750
1429,2017-07-01,6136820
1430,2017-07-02,5295120
1431,2017-07-03,5564660
1432,2017-07-04,4995490
1433,2017-07-05,4826090
1434,2017-07-06,4617770
1435,2017-07-07,4178600
1436,2017-07-08,3391410
1437,2017-07-09,3712700
1438,2017-07-10,3281210
1439,2017-07-11,2992050
1440,2017-07-12,2618590
1441,2017-07-13,3143520
1442,2017-07-14,3920570
1443,2017-07-15,3458440
1444,2017-07-16,3213780
1445,2017-07-17,3220860
1446,2017-07-18,3442690
1447,2017-07-19,3638630
1448,2017-07-20,3915080
1449,2017-07-21,6549030
1450,2017-07-22,8016480
1451,2017-07-23,8670140
1452,2017-07-24,8823500
1453,2017-07-25,8128590
1454,2017-07-26,7791730
1455,2017-07-27,1077280
1456,2017-07-28,1144330
1457,2017-07-29,918713
1458,2017-07-30,915532
1459,2017-07-31,869564
1460,2017-08-01,863445
1461,2017-08-02,847348
1462,2017-08-03,826722
1463,2017-08-04,541393
1464,2017-08-05,384737
1465,2017-08-06,414466
1466,2017-08-07,337577
1467,2017-08-08,304496
1468,2017-08-09,402218
1469,2017-08-10,339716
1470,2017-08-11,325953
1471,2017-08-12,276175
1472,2017-08-13,243232
1473,2017-08-14,244448
1474,2017-08-15,234604
1475,2017-08-16,206191
1476,2017-08-17,223589
1477,2017-08-18,218667
1478,2017-08-19,188745
1479,2017-08-20,191599
1480,2017-08-21,199552
1481,2017-08-22,216937
1482,2017-08-23,214574
1483,2017-08-24,180751
1484,2017-08-25,174821
1485,2017-08-26,176204
1486,2017-08-27,166195
1487,2017-08-28,164928
1488,2017-08-29,160711
1489,2017-08-30,149512
1490,2017-08-31,155551
1491,2017-09-01,158510
1492,2017-09-02,147883
1493,2017-09-03,120710
1494,2017-09-04,152598
1495,2017-09-05,108597
1496,2017-09-06,108963
1497,2017-09-07,157448
1498,2017-09-08,151073
1499,2017-09-09,95384
1500,2017-09-10,86608
1501,2017-09-11,85077
1502,2017-09-12,106096
1503,2017-09-13,104931
1504,2017-09-14,85968
1505,2017-09-15,76052
1506,2017-09-16,98055
1507,2017-09-17,87942
1508,2017-09-18,82757
1509,2017-09-19,99353
1510,2017-09-20,87023
1511,2017-09-21,94477
1512,2017-09-22,88070
1513,2017-09-23,82742
1514,2017-09-24,78559
1515,2017-09-25,76731
1516,2017-09-26,80830
1517,2017-09-27,83941
1518,2017-09-28,85610
1519,2017-09-29,112425
1520,2017-09-30,90202
1521,2017-10-01,90008
1522,2017-10-02,95722
1523,2017-10-03,95390
1524,2017-10-04,91150
1525,2017-10-05,102148
1526,2017-10-06,94049
1527,2017-10-07,132471
1528,2017-10-08,108999
1529,2017-10-09,101138
1530,2017-10-10,106225
1531,2017-10-11,96399
1532,2017-10-12,104851
1533,2017-10-13,116879
1534,2017-10-14,98650
1535,2017-10-15,89818
1536,2017-10-16,91562
1537,2017-10-17,99768
1538,2017-10-18,138284
1539,2017-10-19,118469
1540,2017-10-20,88976
1541,2017-10-21,91059
1542,2017-10-22,91340
1543,2017-10-23,88390
1544,2017-10-24,87537
1545,2017-10-25,100569
1546,2017-10-26,106853
1547,2017-10-27,109945
1548,2017-10-28,107881
1549,2017-10-29,109159
1550,2017-10-30,109958
1551,2017-10-31,114593
1552,2017-11-01,138402
1553,2017-11-02,122338
1554,2017-11-03,131432
1555,2017-11-04,130659
1556,2017-11-05,124274
1557,2017-11-06,124363
1558,2017-11-07,113908
1559,2017-11-08,122516
1560,2017-11-09,125108
1561,2017-11-10,146673
1562,2017-11-11,138196
1563,2017-11-12,179994
1564,2017-11-13,142887
1565,2017-11-14,161941
1566,2017-11-15,180446
1567,2017-11-16,164339
1568,2017-11-17,171033
1569,2017-11-18,196368
1570,2017-11-19,195392
1571,2017-11-20,188887
1572,2017-11-21,199892
1573,2017-11-22,220461
1574,2017-11-23,231557
1575,2017-11-24,211940
1576,2017-11-25,241709
1577,2017-11-26,235064
1578,2017-11-27,235629
1579,2017-11-28,271567
1580,2017-11-29,291372
1581,2017-11-30,305243
1582,2017-12-01,321173
1583,2017-12-02,317188
1584,2017-12-03,313818
1585,2017-12-04,351193
1586,2017-12-05,326841
1587,2017-12-06,399919
1588,2017-12-07,473783
1589,2017-12-08,554978
1590,2017-12-09,558588
1591,2017-12-10,507680
1592,2017-12-11,520931
1593,2017-12-12,578134
1594,2017-12-13,561648
1595,2017-12-14,464432
1596,2017-12-15,616743
1597,2017-12-16,675298
1598,2017-12-17,674419
1599,2017-12-18,769547
1600,2017-12-19,721576
1601,2017-12-20,663985
1602,2017-12-21,583861
1603,2017-12-22,587339
1604,2017-12-23,476321
1605,2017-12-24,538139
1606,2017-12-25,589794
1607,2017-12-26,929166
1608,2017-12-27,1085050
1609,2017-12-28,1571430
1610,2017-12-29,1061390
1611,2017-12-30,1526850
1612,2017-12-31,1263970
1613,2018-01-01,1447570
1614,2018-01-02,1603400
1615,2018-01-03,1829580
1616,2018-01-04,3481640
1617,2018-01-05,4056790
1618,2018-01-06,3866280
1619,2018-01-07,3592460
1620,2018-01-08,3607600
1621,2018-01-09,3315200
1622,2018-01-10,3694700
1623,2018-01-11,3093820
1624,2018-01-12,2794370
1625,2018-01-13,2998510
1626,2018-01-14,3587460
1627,2018-01-15,3348050
1628,2018-01-16,3214790
1629,2018-01-17,2461200
1630,2018-01-18,2150650
1631,2018-01-19,2307530
1632,2018-01-20,2394400
1633,2018-01-21,2468060
1634,2018-01-22,2286760
1635,2018-01-23,2111300
1636,2018-01-24,2307400
1637,2018-01-25,2624770
1638,2018-01-26,2725190
1639,2018-01-27,2497060
1640,2018-01-28,2802690
1641,2018-01-29,2889330
1642,2018-01-30,2758430
1643,2018-01-31,2305500
1644,2018-02-01,2172890
1645,2018-02-02,1743510
1646,2018-02-03,1304040
1647,2018-02-04,1747520
1648,2018-02-05,1511490
1649,2018-02-06,1049840
1650,2018-02-07,1216350
1651,2018-02-08,1208490
1652,2018-02-09,1241490
1653,2018-02-10,1271740
1654,2018-02-11,1087370
1655,2018-02-12,1066770
1656,2018-02-13,1159470
1657,2018-02-14,1198510
1658,2018-02-15,1284170
1659,2018-02-16,1274750
1660,2018-02-17,1432100
1661,2018-02-18,1546690
1662,2018-02-19,1257120
1663,2018-02-20,1345730
1664,2018-02-21,1538590
1665,2018-02-22,1337220
1666,2018-02-23,1199230
1667,2018-02-24,1296660
1668,2018-02-25,1201300
1669,2018-02-26,1070870
1670,2018-02-27,1232030
1671,2018-02-28,1389810
1672,2018-03-01,1194140
